Artikel Nr HOD;*Hersteller;*Typ;*Art.Gruppe Txt;*Bezeichnung;*Tuning;*Status;*Nettopreis Handel;*Empf.Werkstattpreis;*Empf.Endverbr.Preis;*VPE;*OE-Nummer;*EAN;*Priority Part;*Anlagedatum;*Länge cm;*Breite  cm;*Höhe  cm;*Gewicht Brutto;*Gewicht Netto;*GLS J/N;*Zolltarifnr;*Produktgruppe;*Gültig ab;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*
1277068;*;*Aero Set              G01,;*DIFFUSOR/SPOILER/ÖSE;*18->>          SPORT OPTIK;*T;*1;*179;*0;*0;*1;*;*4052355716170;*;*20210727;*164;*35;*48;*11.3;*9;*J;*8708 2990;*127;*20230401;*Spoiler;*18->>          SPORT OPTIK;*Fitting Position: Front;*Fitting Position: Rear;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport Optik;*Section: Lower Section;*;*
1277069;*;*AERO SET              G01,;*DIFFUSOR/SPOILER/ÖSE;*18->>          SPORT OPTIK;*T;*1;*249;*0;*0;*1;*;*4052355716187;*;*20210727;*200;*30;*20;*4;*3;*J;*8708 2990;*127;*20230401;*Spoiler;*18->>          SPORT OPTIK;*Fitting Position: Front;*Fitting Position: Rear;*Colour: Carbon;*Equipment Variant: Sport Optik;*Section: Lower Section;*;*;*
1277080;*BMW;*SCHEINWERFER RE.   X3/G01,;*SCHEINW.HELLA,VALEO;*17->>;*K;*1;*552.63;*899;*1299;*1;*63117466132;*4052355626417;*J;*20180221;*52;*40;*35;*5.4;*5.1;*J;*8512 2000;*4;*20230401;*Headlight;*17->>;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Bulb Type: LED;*Bulb Type: H7;*Left-hand / Right-hand Traffic: for right-hand traffic;*;*
1277081;*BMW;*SCHEINWERFER LI.   X3/G01,;*SCHEINW.HELLA,VALEO;*17->>;*K;*1;*552.63;*899;*1299;*1;*63117466131;*4052355626424;*J;*20180221;*56;*42;*36;*5.4;*5.1;*J;*8512 2000;*4;*20230401;*Headlight;*17->>;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Bulb Type: LED;*Bulb Type: H7;*Left-hand / Right-hand Traffic: for right-hand traffic;*;*
1277082;*BMW;*LED SCHEINW.RE   X3 (G01),;*SCHEINWERF. DEPO/TYC;*17->>       +X4(G02) 18->>;*K;*1;*657.89;*799;*999;*1;*63117466126;*4052355736574;*;*20220715;*68;*33;*33;*4.8;*4.1;*J;*8512 2000;*81;*20230401;*Headlight;*17->>       +X4(G02) 18->>;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without control unit;*Supplementary Article/Info 2: without cut-in unit;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with bend lighting;*Bulb Type: LED;*;*
1277083;*BMW;*LED SCHEINW.LI.  X3 (G01),;*SCHEINWERF. DEPO/TYC;*17->>       +X4(G02) 18->>;*K;*1;*657.89;*799;*999;*1;*63117466125;*4052355736581;*;*20220715;*68;*33;*33;*4.9;*4.2;*J;*8512 2000;*81;*20230401;*Headlight;*17->>       +X4(G02) 18->>;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without control unit;*Supplementary Article/Info 2: without cut-in unit;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with bend lighting;*Bulb Type: LED;*;*
1277088;*BMW;*NEBELSCHEINW. RE. G01/F97,;*NEBELLAMPEN;*17->>                  LED;*K;*5;*63.05;*115;*179;*1;*63177412528;*4052355661869;*;*20190708;*39;*15;*13;*0.73;*0.43;*J;*8512 2000;*14;*20230401;*Fog Light;*17->>                  LED;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: LED;*;*;*;*;*
1277090;*BMW;*RÜCKLEUCHTE RE.        X3,;*RÜCKLEUCHTEN;*17->>               AUSSEN;*K;*1;*110.53;*239.9;*255;*1;*63 21 7 408 738;*4052355668240;*;*20190923;*46;*30;*20;*2.3;*1.5;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*17->>               AUSSEN;*Fitting Position: Right;*Quality: DEPO / TYC;*Bulb Type: LED;*Light Design: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1277091;*BMW;*RÜCKLEUCHTE LI.        X3,;*RÜCKLEUCHTEN;*17->>               AUSSEN;*K;*1;*110.53;*239.9;*255;*1;*63 21 7 408 737;*4052355668257;*;*20190923;*46;*30;*20;*2.22;*1.56;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*17->>               AUSSEN;*Fitting Position: Left;*Quality: DEPO / TYC;*Bulb Type: LED;*Light Design: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1277092;*BMW;*RÜCKLEUCHTE RE.        X3,;*RÜCKLEUCHTEN;*17->>               AUSSEN;*K;*1;*57.79;*95;*169;*1;*63 21 7 408 734;*4052355722492;*;*20211129;*46;*30;*21;*2.1;*1.3;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*17->>               AUSSEN;*Fitting Position: Right;*Quality: TYC;*Bulb Type: P21/ 5W;*Bulb Type: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1277093;*BMW;*RÜCKLEUCHTE LI.        X3,;*RÜCKLEUCHTEN;*17->>               AUSSEN;*K;*1;*57.79;*95;*169;*1;*63 21 7 408 733;*4052355722508;*;*20211129;*46;*30;*21;*2.1;*1.3;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*17->>               AUSSEN;*Fitting Position: Left;*Quality: TYC;*Bulb Type: P21/ 5W;*Bulb Type: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1277096;*BMW;*REFLEKTOR HI.RE.   BMW X3,;*RÜCKLEUCHTEN;*17->>;*K;*1;*9.37;*13.22;*16.9;*1;*63147419928;*4052355719928;*;*20211015;*4;*4;*25;*0.06;*0.03;*J;*8512 2000;*12;*20230401;*Reflector, position-/outline lamp;*17->>;*Fitting Position: Right;*Registration Type: E-type checked;*Paired article numbers: 1277097;*Quality: DEPO/TYC;*;*;*;*
1277097;*BMW;*REFLEKTOR HI.LI.   BMW X3,;*RÜCKLEUCHTEN;*17->>;*K;*1;*9.37;*13.22;*16.9;*1;*63147419927;*4052355719935;*;*20211015;*4;*4;*25;*0.06;*0.03;*J;*8512 2000;*12;*20230401;*Reflector, position-/outline lamp;*17->>;*Fitting Position: Left;*Registration Type: E-type checked;*Paired article numbers: 1277096;*Quality: DEPO/TYC;*;*;*;*
1277188;*BMW;*NEBELSCHEINW. RE. G01/F97,;*NEBELLAMPEN;*19->>; FÜR FACELIFT;  LED;;*K;*1;*72.63;*110;*122.22;*1;*63179492772;*4052355726858;*;*20220121;*39;*15;*13;*0.63;*0.43;*J;*8512 2000;*14;*20230401;*Fog Light;*19->>; FšR FACELIFT;  LED;;*Fitting Position: Right;*Quality: DEPO/TYC;*Bulb Type: LED;*Registration Type: E-type checked;*Optical Impression: Black;*Paired article numbers: 1277189;*;*
1277189;*BMW;*NEBELSCHEINW. LI. G01/F97,;*NEBELLAMPEN;*19->>; FÜR FACELIFT;  LED;;*K;*1;*72.63;*110;*122.22;*1;*63179492771;*4052355726865;*;*20220121;*39;*15;*13;*0.63;*0.43;*J;*8512 2000;*14;*20230401;*Fog Light;*19->>; FšR FACELIFT;  LED;;*Fitting Position: Left;*Quality: DEPO/TYC;*Bulb Type: LED;*Registration Type: E-type checked;*Optical Impression: Black;*Paired article numbers: 1277188;*;*
1277240;*;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*18->>    PERFORMANCE-OPTIK;*T;*1;*39;*0;*0;*1;*;*4052355684592;*;*20200602;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*18->>    PERFORMANCE-OPTIK;*Colour: Black;*Colour: Glossy;*Equipment Variant: Performance Optik;*;*;*;*;*
1277241;*;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*18->>          SPORT-OPTIK;*T;*1;*39;*0;*0;*1;*;*4052355684608;*;*20200602;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*18->>          SPORT-OPTIK;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport Optik;*;*;*;*;*
1277250;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>     FÜR SPORTMODELLE;*K;*5;*358.15;*663.67;*715;*1;*51118091971;*4052355667021;*;*20190822;*185;*61;*58;*4.7;*3.7;*N;*8708 1090;*2;*20230401;*Bumper;*17->>     FšR SPORTMODELLE;*Fitting Position: Front;*Number of Bores: 2;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*
1277251;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>     FÜR SPORTMODELLE;*K;*1;*358.15;*663.67;*715;*1;*51118091987;*4052355667038;*;*20190822;*185;*61;*58;*4.7;*3.7;*N;*8708 1090;*2;*20230401;*Bumper;*17->>     FšR SPORTMODELLE;*Fitting Position: Front;*Number of Bores: 4;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*
1277255;*BMW;*STOßFÄNGER HINTEN  X3 G01,;*STOßSTANGE;*17->>     FÜR SPORTMODELLE;*K;*1;*283.16;*623.77;*671;*1;*51128091992;*4052355667045;*;*20190822;*200;*61;*67;*6.2;*3.2;*N;*8708 1090;*2;*20230401;*Bumper;*17->>     FšR SPORTMODELLE;*Fitting Position: Rear;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Smooth;*;*;*;*
1277350;*;*STOßSTANGEN SET   BMW G01,;*BODYKIT;*18->>          SPORT OPTIK;*T;*1;*859;*0;*0;*1;*;*4052355716163;*;*20210727;*205;*76;*58;*40;*31;*N;*8708 2990;*50;*20230401;*Bumper;*18->>          SPORT OPTIK;*Equipment Variant: Sport Optik;*Fitting Position: Front;*Fitting Position: Rear;*Fitting Position: Left and right;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*;*
1277550;*;*STOßSTANGEN SET   BMW G02,;*BODYKIT;*18->>          SPORT OPTIK;*T;*1;*554;*0;*0;*1;*;*4052355716224;*;*20210727;*200;*50;*50;*15;*12;*N;*8708 2990;*50;*20230401;*Bumper;*18->>          SPORT OPTIK;*Equipment Variant: Sport Optik;*Fitting Position: Front;*Fitting Position: Rear;*Fitting Position: Left and right;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*;*
1277561;*BMW;*HECKLIPPE             G02,;*LIPPEN/-SPOILER;*18->>    SPORT-PERFORMANCE;*T;*1;*39.9;*0;*0;*1;*51 62 8 075 685;*4052355716408;*;*20210729;*150;*20;*5;*2;*2;*J;*8708 2990;*42;*20230401;*Spoiler;*18->>    SPORT-PERFORMANCE;*Fitting Position: Rear;*Equipment Variant: Performance Optik;*Colour: Black;*Colour: Mat;*;*;*;*
1277562;*BMW;*HECKLIPPE             G02,;*LIPPEN/-SPOILER;*18->>    Sport-PERFORMANCE;*T;*1;*59;*0;*0;*1;*51 62 8 075 685;*4052355716415;*;*20210729;*150;*20;*5;*2;*2;*J;*8708 2990;*42;*20230401;*Spoiler;*18->>    Sport-PERFORMANCE;*Fitting Position: Rear;*Equipment Variant: Performance Optik;*Colour: Black;*Colour: Glossy;*;*;*;*
1277563;*BMW;*HECKLIPPE             G02,;*LIPPEN/-SPOILER;*18->>    Sport-PERFORMANCE;*T;*1;*79;*0;*0;*1;*51 62 8 075 685;*4052355716422;*;*20210729;*150;*20;*5;*2;*2;*J;*8708 2990;*42;*20230401;*Spoiler;*18->>    Sport-PERFORMANCE;*Fitting Position: Rear;*Equipment Variant: Performance Optik;*Colour: Carbon;*;*;*;*;*
1280000;*BMW;*MOTORHAUBE    1er E81/E87,;*MOTORHAUBEN;*04-11;*K;*1;*132.99;*179;*325;*1;*41614415290;*4052355026248;*;*20070515;*159;*10;*140;*21.6;*18.8;*N;*8708 2990;*75;*20230401;*Bonnet;*04. Nov;*See accessories list for additionally required parts:;*;*;*;*;*;*;*
1280002;*BMW;*FRONTGERÜST    BMW 1er   ,;*FRONTGERÜST;*04-07;*K;*1;*72.63;*123.92;*182.2;*1;*51648058893;*4052355026255;*;*20080126;*170;*25;*60;*2.52;*0;*N;*8708 2990;*16;*20230401;*Front Cowling;*04. Jul;*Panel Type: Slam Panel;*Vehicle Equipment: for vehicles without start-stop function;*;*;*;*;*;*
1280003;*BMW;*FRONTGERÜST BMW E81/82/87,;*FRONTGERÜST;*04-13;*K;*1;*83.16;*129.61;*225.95;*1;*51647058593;*4052355662972;*J;*20190717;*170;*25;*60;*3.2;*3;*N;*8708 2990;*16;*20230401;*Front Cowling;*Apr 13;*Panel Type: Slam Panel;*Quality: Certified Quality;*;*;*;*;*;*
1280006;*BMW;*KOTFLÜGEL RE.     BMW E87,;*KOTFLÜGEL;*04-11;*K;*1;*36.74;*55.44;*75;*1;*41357133228;*4052355026262;*;*20060913;*132;*73;*22;*3.9;*3;*J;*8708 2990;*15;*20230401;*Wing;*04. Nov;*Fitting Position: Right Front;*;*;*;*;*;*;*
1280007;*BMW;*KOTFLÜGEL LI.     BMW E87,;*KOTFLÜGEL;*04-11;*K;*1;*36.74;*55.44;*75;*1;*41357133227;*4052355026279;*;*20060913;*132;*73;*22;*3.9;*3;*J;*8708 2990;*15;*20230401;*Wing;*04. Nov;*Fitting Position: Left Front;*;*;*;*;*;*;*
1280008;*BMW;*RADSCHALE VO.RE.    BMW 1,;*RADSCHALE/RADLÄUFE;*04-07                  E87;*K;*1;*8.32;*28.67;*44.61;*1;*51714362074;*4052355026286;*;*20100414;*74;*12;*51;*0.57;*0;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*04-07                  E87;*Fitting Position: Right Front;*Section: Front Section;*;*;*;*;*;*
1280009;*BMW;*RADSCHALE VO.LI.    BMW 1,;*RADSCHALE/RADLÄUFE;*04-07                  E87;*K;*1;*8.32;*28.67;*44.61;*1;*51714362073;*4052355026293;*;*20100414;*74;*12;*51;*0.57;*0;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*04-07                  E87;*Fitting Position: Left Front;*Section: Front Section;*;*;*;*;*;*
1280016;*BMW;*RADSCHALE VO.RE.  E81/E87,;*RADSCHALE/RADLÄUFE;*04-07        HINTERES TEIL;*K;*1;*9.37;*15.9;*24;*1;*51717059372;*4052355709059;*;*20210420;*72;*32;*12;*0.9;*0.85;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*04-07        HINTERES TEIL;*Fitting Position: Right Front;*Section: Rear Section;*;*;*;*;*;*
1280017;*BMW;*RADSCHALE VO.LI.  E81/E87,;*RADSCHALE/RADLÄUFE;*04-07        HINTERES TEIL;*K;*1;*9.37;*15.9;*24;*1;*51717059371;*4052355709066;*;*20210420;*72;*32;*12;*0.9;*0.85;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*04-07        HINTERES TEIL;*Fitting Position: Left Front;*Section: Rear Section;*;*;*;*;*;*
1280027;*BMW;*SP.GLAS LI.   BMW E81/E87,;*SPIEGELGLÄSER;*04-09.09;*K;*5;*10.42;*14.9;*44.3;*1;*51 16 7 132 735;*4052355732866;*;*20220520;*18;*10;*2;*0.15;*0.1;*J;*7009 1000;*137;*20230401;*Mirror Glass, outside mirror;*04.09.2009;*Quality: DEPO/TYC;*Model year from: 2009;*Fitting Position: Left;*Outer/Inner Mirror: Aspherical;*Outer/Inner Mirror: Heated;*;*;*
1280040;*BMW;*GRILL RECHTS      E81/E87,;*KÜHLERGRILL;*04-07       CHROM-SCHWARZ,;*K;*1;*12.53;*24.61;*30.34;*1;*51 13 7 077 130;*4052355451309;*J;*20160513;*30;*17;*7;*1.91;*1.39;*J;*8708 2990;*3;*20230401;*Radiator Grille;*04-07       CHROM-SCHWARZ,;*Colour: Chrome / Black;*Fitting Position: Right;*Quality: Certified Quality;*Model year to: 2007;*;*;*;*
1280041;*BMW;*GRILL LINKS       E81/E87,;*KÜHLERGRILL;*04-07       CHROM-SCHWARZ,;*K;*1;*12.53;*24.61;*30.34;*1;*51 13 7 077 129;*4052355451316;*J;*20160513;*30;*16;*7;*0.3;*0;*J;*8708 2990;*3;*20230401;*Radiator Grille;*04-07       CHROM-SCHWARZ,;*Colour: Chrome / Black;*Fitting Position: Left;*Quality: Certified Quality;*Model year to: 2007;*;*;*;*
1280045;*BMW;*STOßST.GITTER         E87,;*STOSSST ZUBEHÖR VORN;*04-07          GESCHLOSSEN;*K;*1;*22.38;*35.7;*38.9;*1;*51117131690;*4052355026323;*;*20080213;*107;*12;*5;*1.4;*0;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*04-07          GESCHLOSSEN;*Fitting Position: Front;*;*;*;*;*;*;*
1280046;*BMW;*STOßST.GITTER         E87,;*STOSSST ZUBEHÖR VORN;*04-07                OFFEN;*K;*1;*24.97;*35.7;*38.9;*1;*51117118161;*4052355026330;*J;*20080213;*5;*100;*16;*0.48;*0;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*04-07                OFFEN;*Fitting Position: Front;*Quality: Certified Quality;*;*;*;*;*;*
1280050;*BMW;*STOßSTANGE VORN       E87,;*STOßSTANGE;*04-07;*K;*1;*44.11;*118.37;*171.34;*1;*51117136632;*4052355026347;*J;*20070829;*174;*48;*46;*3.32;*2.9;*N;*8708 1090;*2;*20230401;*Bumper;*04. Jul;*Quality: Certified Quality;*Fitting Position: Front;*Vehicle Equipment: for vehicles without headlamp cleaning system;*Surface: Primed;*;*;*;*
1280051;*BMW;*STOßSTANGE VORN       E87,;*STOßSTANGE;*04-07;*K;*1;*77.18;*164.92;*244;*1;*51117151823;*4052355026354;*J;*20080206;*174;*48;*46;*3.32;*2.9;*N;*8708 1090;*2;*20230401;*Bumper;*04. Jul;*Quality: Certified Quality;*Fitting Position: Front;*Vehicle Equipment: for vehicles with headlamp cleaning system;*;*;*;*;*
1280052;*BMW;*STOßST.LEISTE RE.     E87,;*STOSSST ZUBEHÖR VORN;*04-07         LACKIERFÄHIG;*K;*1;*8.06;*13.9;*17.9;*1;*51117136636;*4052355026361;*J;*20080423;*54;*7;*6;*0.13;*0;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*04-07         LACKIERFŽHIG;*Fitting Position: Right Front;*Vehicle Equipment: for vehicles without parking assist;*Surface: Smooth;*Quality: Certified Quality;*;*;*;*
1280053;*BMW;*STOßST.LEISTE LI.     E87,;*STOSSST ZUBEHÖR VORN;*04-07         LACKIERFÄHIG;*K;*1;*8.06;*13.9;*17.9;*1;*51117136635;*4052355026378;*J;*20080423;*54;*7;*6;*0.12;*0;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*04-07         LACKIERFŽHIG;*Fitting Position: Left Front;*Vehicle Equipment: for vehicles without parking assist;*Surface: Smooth;*Quality: Certified Quality;*;*;*;*
1280055;*BMW;*STOßSTANGE HI.    E81/E87,;*STOßSTANGE;*04-07            GRUNDIERT;*K;*1;*104.21;*232.62;*256.25;*1;*51127136089;*4052355393913;*;*20140116;*175;*63;*43;*3.2;*3;*N;*8708 1090;*2;*20230401;*Bumper;*04-07            GRUNDIERT;*Fitting Position: Rear;*Vehicle Equipment: for vehicles without parking assist;*Suspension: for vehicles without M-technology;*Surface: Primed;*;*;*;*
1280060;*BMW;*VERSTÄRKUNG VORN  BMW E87,;*STOSSST ZUBEHÖR VORN;*04-07;*K;*1;*46.32;*86.32;*179;*1;*51117058450;*4052355026385;*;*20060913;*115;*15;*20;*4.5;*0;*J;*8708 1090;*60;*20230401;*Impact Absorber, bumper;*04. Jul;*Fitting Position: Front;*;*;*;*;*;*;*
1280061;*BMW;*STOßST.UNTERTEIL      E87,;*STOSSST ZUBEHÖR VORN;*04-07;*K;*1;*19.89;*37.91;*57.23;*1;*51117136633;*4052355026392;*J;*20070702;*160;*25;*7;*0.9;*0;*J;*8708 1090;*60;*20230401;*Spoiler;*04. Jul;*Fitting Position: Front;*Quality: Certified Quality;*;*;*;*;*;*
1280062;*BMW;*ABD.ABSCHLEPPÖSE VO. E 87,;*STOSSST ZUBEHÖR VORN;*04-07;*K;*1;*6.95;*11.12;*12.38;*1;*51117136634;*4052355354938;*J;*20130110;*10;*4;*1;*0.1;*0;*J;*8708 1090;*60;*20230401;*Flap, tow hook;*04. Jul;*Fitting Position: Front;*Surface: Primed;*Quality: Certified Quality;*;*;*;*;*
1280065;*BMW;*VERSTÄRKUNG HINTEN    E87,;*STOSSST ZUBEHÖR HIN;*04-11;*K;*1;*69.63;*96.56;*132.75;*1;*51127058465;*4052355026408;*;*20100802;*125;*14;*20;*4.56;*0;*J;*8708 1090;*65;*20230401;*Impact Absorber, bumper;*04. Nov;*Fitting Position: Rear;*;*;*;*;*;*;*
1280080;*BMW;*SCHEINWERFER RE.      E87,;*SCHEINWERF. DEPO/TYC;*04-07;*K;*1;*55.28;*90.85;*117.8;*1;*63126924486;*4052355026415;*;*20070207;*59;*28;*30;*2.85;*1.95;*J;*8512 2000;*81;*20230401;*Headlight;*04. Jul;*Fitting Position: Right;*Vehicle Equipment: for vehicles with headlamp levelling;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*Registration Type: E-type checked;*;*;*
1280081;*BMW;*SCHEINWERFER LI.      E87,;*SCHEINWERF. DEPO/TYC;*04-07;*K;*1;*55.28;*90.85;*117.8;*1;*63126924485;*4052355026422;*;*20070207;*59;*28;*30;*2.85;*1.95;*J;*8512 2000;*81;*20230401;*Headlight;*04. Jul;*Fitting Position: Left;*Vehicle Equipment: for vehicles with headlamp levelling;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*Registration Type: E-type checked;*;*;*
1280082;*BMW;*SCHEINWERFER RE.      E87,;*SCHEINW.HELLA,VALEO;*04-07          H7/H7 VALEO;*K;*1;*118.54;*156.4;*242.71;*1;*6 924 486;*4052355026439;*J;*20081103;*59;*41;*41;*3.56;*0;*J;*8512 2000;*4;*20230401;*Headlight;*04-07          H7/H7 VALEO;*Indicator Colour: Transparent;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without bulb;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Bulb Type: H7;*;*
1280083;*BMW;*SCHEINWERFER LI.      E87,;*SCHEINW.HELLA,VALEO;*04-07          H7/H7 VALEO;*K;*1;*118.54;*156.4;*242.71;*1;*6 924 485;*4052355026446;*J;*20081103;*39;*59;*59;*3.55;*0;*J;*8512 2000;*4;*20230401;*Headlight;*04-07          H7/H7 VALEO;*Indicator Colour: Transparent;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without bulb;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Bulb Type: H7;*;*
1280084;*BMW;*BI-XENONSCHEINW.  RE. E87,;*SCHEINW.HELLA,VALEO;*04-05     OHNE STEUERGERÄT;*K;*1;*260.39;*343.57;*602.18;*1;*63117159302;*4052355026453;*J;*20081103;*50;*40;*40;*4.26;*0;*J;*8512 2000;*4;*20230401;*Headlight;*04-05     OHNE STEUERGERŽT;*Indicator Colour: Transparent;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without bulb;*Supplementary Article/Info 2: with control unit for aut. LDR;*Supplementary Article/Info 2: without control unit for Xenon;*Supplementary Article/Info 2: with motor for headlamp levelling;*;*
1280085;*BMW;*BI-XENONSCHEINW.  LI. E87,;*SCHEINW.HELLA,VALEO;*04-05     OHNE STEUERGERÄT;*K;*1;*260.39;*343.57;*602.18;*1;*63117159301;*4052355026460;*J;*20081103;*60;*40;*40;*4.32;*0;*J;*8512 2000;*4;*20230401;*Headlight;*04-05     OHNE STEUERGERŽT;*Indicator Colour: Transparent;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without bulb;*Supplementary Article/Info 2: with control unit for aut. LDR;*Supplementary Article/Info 2: without control unit for Xenon;*Supplementary Article/Info 2: with motor for headlamp levelling;*;*
1280086;*BMW;*STELLMOTOR R/L        BMW,;*STELLMOTOR;*04-11        E 90/91/E 71,;*K;*1;*17.03;*31.6;*58.93;*1;*63116938563;*4052355026477;*;*20101008;*10;*8;*5;*0.13;*0;*J;*8512 2000;*33;*20230401;*Control, headlight range adjustment;*04-11        E 90/91/E 71,;*Operating Mode: Electric;*Vehicle Equipment: for vehicles without Xenon light;*Vehicle Equipment: for vehicles with Xenon light;*;*;*;*;*
1280088;*BMW;*NEBELLEUCHTE RE.      E87,;*NEBELLAMPEN;*04-07                  H11;*K;*1;*13.58;*25.9;*45;*1;*63126924486;*4052355026484;*;*20070612;*18;*18;*12;*0.4;*0.28;*J;*8512 2000;*14;*20230401;*Fog Light;*04-07                  H11;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: H11;*Vehicle Equipment: for vehicles without bend lighting;*;*;*;*
1280089;*BMW;*NEBELLEUCHTE LI.      E87,;*NEBELLAMPEN;*04-07                  H11;*K;*1;*13.58;*25.9;*45;*1;*63126924485;*4052355026491;*;*20070612;*18;*18;*12;*0.4;*0.28;*J;*8512 2000;*14;*20230401;*Fog Light;*04-07                  H11;*Fitting Position: Left;*Quality: Depo / TYC;*Bulb Type: H11;*Vehicle Equipment: for vehicles without bend lighting;*;*;*;*
1280090;*BMW;*RÜCKLEUCHTE RE.       E87,;*RÜCKLEUCHTEN;*04-07;*K;*1;*27.26;*58.52;*79;*1;*63 21 6 924 502;*4052355026507;*;*20070503;*45;*45;*16;*1.52;*0.88;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*04. Jul;*Fitting Position: Right;*Quality: Depo / TYC;*Registration Type: E-type checked;*Section: Rear Section;*Supplementary Article/Supplementary Info: without lamp base;*Indicator Colour: White;*;*
1280091;*BMW;*RÜCKLEUCHTE LI.       E87,;*RÜCKLEUCHTEN;*04-07;*K;*1;*27.26;*58.52;*79;*1;*63 21 6 924 501;*4052355026514;*;*20070503;*45;*45;*16;*1.52;*0.88;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*04. Jul;*Fitting Position: Left;*Quality: Depo / TYC;*Registration Type: E-type checked;*Section: Rear Section;*Supplementary Article/Supplementary Info: without lamp base;*Indicator Colour: White;*;*
1280092;*BMW;*RÜCKLEUCHTE RE.       E87,;*RÜCKLEUCHTEN;*04-07;*K;*1;*41.05;*59;*89;*1;*63210393791;*4052355026521;*;*20090901;*45;*45;*16;*1.52;*0.88;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*04. Jul;*Fitting Position: Right;*Quality: Depo / TYC;*Section: Rear Section;*Supplementary Article/Supplementary Info: without lamp base;*Indicator Colour: Smoke Grey;*;*;*
1280093;*BMW;*RÜCKLEUCHTE LI.       E87,;*RÜCKLEUCHTEN;*04-07;*K;*1;*41.05;*59;*89;*1;*63210393791;*4052355026538;*;*20090901;*45;*45;*16;*1.52;*0.88;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*04. Jul;*Fitting Position: Left;*Quality: Depo / TYC;*Section: Rear Section;*Supplementary Article/Supplementary Info: without lamp base;*Indicator Colour: Smoke Grey;*;*;*
