Artikel Nr HOD;*Hersteller;*Typ;*Art.Gruppe Txt;*Bezeichnung;*Tuning;*Status;*Nettopreis Handel;*Empf.Werkstattpreis;*Empf.Endverbr.Preis;*VPE;*OE-Nummer;*EAN;*Priority Part;*Anlagedatum;*Länge cm;*Breite  cm;*Höhe  cm;*Gewicht Brutto;*Gewicht Netto;*GLS J/N;*Zolltarifnr;*Produktgruppe;*Gültig ab;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*
1276094;*BMW;*RÜCKLEUCHTE RE. X3    F25,;*RÜCKLEUCHTEN;*10-17               AUßEN;;*K;*1;*71.95;*112.39;*210.84;*1;*63217217312;*4052355454164;*;*20160624;*38;*35;*18;*1.4;*0.8;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*10-17               AUáEN;;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: P21W;*Light Design: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1276095;*BMW;*RÜCKLEUCHTE LI. X3    F25,;*RÜCKLEUCHTEN;*10-17                AUßEN;*K;*1;*71.95;*112.39;*210.84;*1;*63217217311;*4052355454171;*;*20160624;*38;*35;*18;*1.4;*0.8;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*10-17                AUáEN;*Fitting Position: Left;*Quality: Depo / TYC;*Bulb Type: P21W;*Light Design: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1276096;*BMW;*RÜCKLEUCHTE RE.       F25,;*RÜCKLEUCHTEN;*10-17                INNEN;*K;*1;*47.26;*97.5;*98;*1;*63217217310;*4052355672346;*;*20191029;*36;*25;*15;*0.83;*0.39;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*10-17                INNEN;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: H21 W;*Bulb Type: 182;*Registration Type: E-type checked;*Section: Inner Section;*;*
1276097;*BMW;*RÜCKLEUCHTE LI.       F25,;*RÜCKLEUCHTEN;*10-17                INNEN;*K;*1;*47.26;*97.5;*98;*1;*63217217309;*4052355677938;*;*20200113;*36;*25;*15;*0.83;*0.39;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*10-17                INNEN;*Fitting Position: Left;*Quality: Depo / TYC;*Bulb Type: H21 W;*Bulb Type: 182;*Registration Type: E-type checked;*Section: Inner Section;*;*
1276108;*BMW;*RADSCHALE VO. RE. HI.  X3,;*RADSCHALE/RADLÄUFE;*10-17          HINTERTEIL,;*K;*1;*13.84;*39.77;*58;*1;*51717213644;*4052355438751;*;*20151110;*55;*68;*71;*0.76;*0.76;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*10-17          HINTERTEIL,;*Fitting Position: Right Front;*Section: Rear Section;*;*;*;*;*;*
1276109;*BMW;*RADSCHALE VO. LI. HI.  X3,;*RADSCHALE/RADLÄUFE;*10-17          HINTERTEIL,;*K;*1;*20.71;*29.79;*58.78;*1;*51717213643;*4052355438744;*;*20151110;*55;*68;*71;*0.76;*0.76;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*10-17          HINTERTEIL,;*Fitting Position: Left Front;*Section: Rear Section;*;*;*;*;*;*
1276140;*BMW;*GRILL RE.              X3,;*KÜHLERGRILL;*14-17;*K;*1;*29.33;*43.56;*46.83;*1;*51117338572;*4052355538208;*;*20170925;*22;*38;*7;*3.79;*2.81;*J;*8708 2990;*3;*20230401;*Radiator Grille;*14-17;*Colour: Chrome / Black;*Fitting Position: Right;*Equipment Variant: Basis;*Usable for vehicles from model year: 201405;*;*;*;*
1276141;*BMW;*GRILL LI.              X3,;*KÜHLERGRILL;*14-17;*K;*1;*29.33;*43.56;*46.83;*1;*51117338571;*4052355538215;*;*20170925;*22;*38;*7;*3.79;*2.81;*J;*8708 2990;*3;*20230401;*Radiator Grille;*14-17;*Colour: Chrome / Black;*Fitting Position: Left;*Equipment Variant: Basis;*Usable for vehicles from model year: 201405;*;*;*;*
1276150;*BMW;*STOßFÄNGER VO.     BMW X3,;*STOßSTANGE;*14-17             FÜR SRA,;*K;*1;*129.8;*238.07;*329;*1;*51 11 7 389 896;*4052355535542;*;*20170818;*251;*140;*166;*5.8;*4.04;*N;*8708 1090;*2;*20230401;*Bumper;*14-17             FšR SRA,;*Fitting Position: Front;*Vehicle Equipment: for vehicles without parking assist;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Surface: Primed;*for facelift:;*Usable for vehicles from model year: 201406;*;*
1276151;*BMW;*STOßFÄNGER VO.     BMW X3,;*STOßSTANGE;*14-17    NUR LED-NEBELSCH.;*K;*1;*125.26;*488.1;*543.9;*1;*51117389897;*4052355535535;*;*20170818;*251;*140;*166;*5.87;*4;*N;*8708 1090;*2;*20230401;*Bumper;*14-17    NUR LED-NEBELSCH.;*for OE number: 51117389897;*Fitting Position: Front;*Light Design: LED;*Bumper Version: with arrangement for fog lamp;*Vehicle Equipment: for vehicles without parking assist;*Vehicle Equipment: for vehicles without headlamp cleaning system;*;*
1276152;*BMW;*STOßFÄNGER VO.     BMW X3,;*STOßSTANGE;*14-17    NUR LED-NEBELSCH.;*K;*1;*105.92;*162.88;*299;*1;*51117389903;*4052355694096;*;*20201019;*251;*140;*166;*5.9;*4.2;*N;*8708 1090;*2;*20230401;*Bumper;*14-17    NUR LED-NEBELSCH.;*for OE number: 51117389903;*Fitting Position: Front;*Light Design: LED;*Bumper Version: with arrangement for fog lamp;*Vehicle Equipment: for vehicles with parking assist;*Vehicle Equipment: for vehicles with headlamp cleaning system;*;*
1276155;*BMW;*STOßFÄNGER HINTEN  BMW X3,;*STOßSTANGE;*14-17      OHNE LEISTENLÖ.;*K;*1;*235.79;*325;*599;*1;*51127392992;*4052355731876;*;*20220504;*207;*74;*62;*5.7;*4.3;*N;*8708 1090;*2;*20230401;*Bumper;*14-17      OHNE LEISTENL™.;*Fitting Position: Rear;*Vehicle Equipment: for vehicles with parking assist;*Surface: Smooth;*Usable for vehicles from model year: 201406;*;*;*;*
1276156;*BMW;*STOßFÄNGER HINTEN  BMW X3,;*STOßSTANGE;*14-17       MIT LEISTENLÖ.;*K;*1;*235.79;*325;*599;*1;*51127392991;*4052355731883;*;*20220504;*207;*74;*62;*5.7;*4.3;*N;*8708 1090;*2;*20230401;*Bumper;*14-17       MIT LEISTENL™.;*Fitting Position: Rear;*Vehicle Equipment: for vehicles with parking assist;*Surface: Smooth;*Machined: with holes for decor / protective strip;*Usable for vehicles from model year: 201406;*;*;*
1276162;*BMW;*BLENDE STOßST. VO. BMW X3,;*STOSSST ZUBEHÖR VORN;*10-14       NICHT FÜR PDC,;*K;*1;*84.37;*115.05;*135;*1;*51117210441;*4052355662637;*;*20190711;*210;*45;*17;*1.23;*0;*N;*8708 1090;*60;*20230401;*Spoiler;*10-14       NICHT FšR PDC,;*Fitting Position: Front;*Surface: Smooth;*Colour: Black;*Machined: with hole(s) for towing hook;*Vehicle Equipment: for vehicles without parking assist;*not for facelift:;*;*
1276180;*BMW;*XENONSCHEINW.RE. X3   F25,;*SCHEINW.HELLA,VALEO;*04.14->>   MAGNETI MARELLI;*K;*1;*609.47;*939.09;*948;*1;*63117401138;*4052355684622;*;*20200602;*80;*47;*36;*6.26;*5.56;*J;*8512 2000;*4;*20230401;*Headlight;*04.14->>   MAGNETI MARELLI;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Supplementary Article/Info 2: without control unit for Xenon;*Bulb Type: D1S (gas discharge tube);*Bulb Type: LED;*Bulb Type: PY21W;*;*
1276181;*BMW;*XENONSCHEINW.LI. X3   F25,;*SCHEINW.HELLA,VALEO;*04.14->>   MAGNETI MARELLI;*K;*1;*596.91;*939.09;*948;*1;*63117401137;*4052355684646;*;*20200602;*47;*79;*36;*6.2;*5.5;*J;*8512 2000;*4;*20230401;*Headlight;*04.14->>   MAGNETI MARELLI;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Supplementary Article/Info 2: without control unit for Xenon;*Bulb Type: D1S (gas discharge tube);*Bulb Type: LED;*Bulb Type: PY21W;*;*
1276182;*BMW;*SCHEINWERFER RE.    X3/X4;;*SCHEINWERF. DEPO/TYC;*14-17    MIT MOTOR FÜR LWR;*K;*1;*146.32;*286.21;*399.77;*1;*63117334078;*4052355537591;*;*20170920;*62;*40;*32;*4.82;*0;*J;*8512 2000;*81;*20230401;*Headlight;*14-17    MIT MOTOR FšR LWR;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*Registration Type: E-type checked;*;*;*
1276183;*BMW;*SCHEINWERFER LI.    X3/X4;;*SCHEINWERF. DEPO/TYC;*14-17    MIT MOTOR FÜR LWR;*K;*1;*146.32;*286.21;*399.77;*1;*63117334077;*4052355537607;*;*20170920;*62;*40;*32;*4.82;*0;*J;*8512 2000;*81;*20230401;*Headlight;*14-17    MIT MOTOR FšR LWR;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*Registration Type: E-type checked;*;*;*
1276184;*BMW;*BI-XENONSCHEINW.RE.X3 F25,;*SCHEINWERF. DEPO/TYC;*14-17 AUCH X4/F26     DEPO;*K;*1;*401.81;*730.17;*759;*1;*63117401132;*4052355678416;*;*20200120;*62;*40;*31;*6.08;*6.08;*J;*8512 2000;*81;*20230401;*Headlight;*14-17 AUCH X4/F26     DEPO;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Supplementary Article/Info 2: without cut-in unit;*Bulb Type: D1S (gas discharge tube);*Bulb Type: LED;*Bulb Type: PY21W;*;*
1276185;*BMW;*BI-XENONSCHEINW.LI.X3 F25,;*SCHEINWERF. DEPO/TYC;*14-17 AUCH X4/F26     DEPO;*K;*1;*401.81;*730.17;*759;*1;*63117401131;*4052355678447;*;*20200120;*62;*40;*32;*6.08;*6.08;*J;*8512 2000;*81;*20230401;*Headlight;*14-17 AUCH X4/F26     DEPO;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Supplementary Article/Info 2: without cut-in unit;*Bulb Type: D1S (gas discharge tube);*Bulb Type: LED;*Bulb Type: PY21W;*;*
1276186;*BMW;*SCHEINWERFER RE.    X3/X4;;*SCHEINW.HELLA,VALEO;*14-17    MIT MOTOR FÜR LWR;*K;*1;*225.77;*279;*399;*1;*63117334078;*4052355730022;*;*20220406;*80;*47;*36;*4.8;*4.2;*J;*8512 2000;*4;*20230401;*Headlight;*14-17    MIT MOTOR FšR LWR;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: H7 / H7;*Quality: Magneti Marelli;*Registration Type: E-type checked;*;*;*
1276187;*BMW;*SCHEINWERFER LI.    X3/X4;;*SCHEINW.HELLA,VALEO;*14-17    MIT MOTOR FÜR LWR;*K;*1;*225.77;*279;*399;*1;*63117334077;*4052355730039;*;*20220406;*80;*47;*36;*4.8;*4.2;*J;*8512 2000;*4;*20230401;*Headlight;*14-17    MIT MOTOR FšR LWR;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: H7 / H7;*Quality: Magneti Marelli;*Registration Type: E-type checked;*;*;*
1276188;*BMW;*NEBELLEUCHTE RE.  X3(F25),;*NEBELLAMPEN;*10-17;*K;*1;*36.74;*55;*115.07;*1;*63177238790;*4052355623584;*;*20171218;*14;*12;*12;*0.33;*0;*J;*8512 2000;*14;*20230401;*Fog Light;*Okt 17;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: H11;*Light Function: with cornering light;*;*;*;*
1276189;*BMW;*NEBELLEUCHTE LI.  X3(F25),;*NEBELLAMPEN;*10-17;*K;*1;*36.74;*55;*115.07;*1;*63177238789;*4052355623591;*;*20171218;*14;*12;*12;*0.33;*0;*J;*8512 2000;*14;*20230401;*Fog Light;*Okt 17;*Fitting Position: Left;*Quality: Depo / TYC;*Bulb Type: H11;*Light Function: with cornering light;*;*;*;*
1276194;*BMW;*3.BREMSLEUCHTE     X3/F25,;*3.BREMSLEUCHTE;*09.10-08.17;*K;*1;*54.74;*79;*105;*1;*63257217304;*4052355731340;*;*20220428;*23;*6;*6;*0.2;*0.15;*J;*8512 2000;*19;*20230401;*Auxiliary Stop Light;*09.10-08.17;*Fitting Position: Rear;*Quality: DEPO / TYC;*Bulb Type: LED;*Registration Type: E-type checked;*;*;*;*
1276240;*BMW;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*10-14;*T;*1;*45.9;*0;*0;*1;*;*4052355278647;*;*20111117;*47;*40;*7;*2;*1.6;*J;*8708 2990;*124;*20230401;*Radiator Grille;*Okt 14;*Colour: Chrome;*Quantity Unit: Set;*;*;*;*;*;*
1276288;*BMW;*NEBELLAMPEN SET     BMW X3;*DESIGN NEBELSW. KLAR;*10->>;*T;*1;*44.9;*0;*0;*1;*;*4052355654427;*;*20190426;*40;*40;*20;*2;*1.5;*J;*8512 2000;*125;*20230401;*Fog Light Set;*10->>;*Reflector Colour: Chrome;*Fitting Position: Left and right;*Lens Colour: Smoke Grey;*;*;*;*;*
1276289;*BMW;*NEBELLAMPEN SET     BMW X3;*DESIGN NEBELSW. KLAR;*10->>                 LED;*T;*1;*71.9;*0;*0;*1;*;*4052355654038;*;*20190423;*30;*20;*20;*1.5;*1;*J;*8512 2000;*125;*20230401;*Fog Light Set;*10->>                 LED;*Light Design: LED;*Reflector Colour: Chrome;*Fitting Position: Left and right;*Lens Colour: Crystal clear;*;*;*;*
1276340;*BMW;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*10-14;*T;*1;*44.5;*0;*0;*1;*;*4052355278630;*;*20111117;*47;*40;*7;*2;*1.6;*J;*8708 2990;*124;*20230401;*Radiator Grille;*Okt 14;*Colour: Black;*Quantity Unit: Set;*;*;*;*;*;*
1276341;*BMW;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*10-14    PERFORMANCE-OPTIK;*T;*1;*29;*0;*0;*1;*;*4052355684752;*;*20200603;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*10-14    PERFORMANCE-OPTIK;*Colour: Black;*Colour: Glossy;*Quantity Unit: Set;*;*;*;*;*
1276357;*BMW;*HECKSPOILER            F26;*LIPPEN/-SPOILER;*14-18   SPORT-PERFORMANCE,;*T;*1;*36.5;*0;*0;*1;*;*4052355623867;*;*20171219;*150;*7;*25;*2;*0.5;*J;*8708 2990;*42;*20230401;*Spoiler;*14-18   SPORT-PERFORMANCE,;*Fitting Position: Rear;*Material: Plastic;*;*;*;*;*;*
1276388;*BMW;*NEBELLAMPEN SET     BMW X3;*DESIGN NEBELSW. KLAR;*10->>                 LED;*T;*1;*63.5;*0;*0;*1;*;*4052355654083;*;*20190424;*30;*20;*20;*1.5;*1;*J;*8512 2000;*125;*20230401;*Fog Light Set;*10->>                 LED;*Light Design: LED;*Reflector Colour: Chrome;*Fitting Position: Left and right;*Lens Colour: Smoke Grey;*;*;*;*
1276440;*BMW;*DESIGNGRILL SET       F25,;*DESIGN GRILLE SPORT;*10-14          SPORT-OPTIK;*T;*1;*34;*0;*0;*1;*;*4052355498281;*;*20161028;*38;*47;*7;*1.4;*1;*J;*8708 2990;*124;*20230401;*Radiator Grille;*10-14          SPORT-OPTIK;*Colour: Black;*Colour: Glossy;*Equipment Variant: M-Look;*Quantity Unit: Set;*;*;*;*
1276441;*BMW;*DESIGNGRILL SET       F25,;*DESIGN GRILLE SPORT;*14-18          SPORT-OPTIK;*T;*1;*27;*0;*0;*1;*;*4052355684455;*;*20200528;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*14-18          SPORT-OPTIK;*Colour: Black;*Colour: Mat;*Equipment Variant: Sport-Optik;*Quantity Unit: Set;*;*;*;*
1276442;*BMW;*DESIGNGRILL SET       F25,;*DESIGN GRILLE SPORT;*10-13          SPORT-OPTIK;*T;*1;*31;*0;*0;*1;*;*4052355685636;*;*20200615;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*10-13          SPORT-OPTIK;*Colour: Black;*Colour: Mat;*Equipment Variant: Sport Optik;*;*;*;*;*
1276532;*BMW;*SATZ TRITTBRETTER   X3/X4,;*TRITTBRETTER;*X3 nur 10-14 (F25);*T;*1;*144;*0;*0;*1;*;*4052355430816;*;*20150707;*204;*33;*26;*20;*0;*J;*8708 2990;*48;*20230401;*Foot Board;*X3 nur 10-14 (F25);*Supplementary Article/Supplementary Info: with add-on material;*Quantity Unit: Set;*Material: Plastic;*;*;*;*;*
1276533;*BMW;*SATZ TRITTBRETTER   X3/X4,;*TRITTBRETTER;*X3 nur 10-14 (F25);*T;*1;*168;*0;*0;*1;*;*4052355431028;*;*20150708;*203;*32;*26;*18.6;*17.1;*J;*8708 2990;*48;*20230401;*Foot Board;*X3 nur 10-14 (F25);*Supplementary Article/Supplementary Info: with add-on material;*Quantity Unit: Set;*Material: Plastic;*Alternatively:;*;*;*;*
1276540;*BMW;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*14-18    PERFORMANCE-OPTIK;*T;*1;*27;*0;*0;*1;*;*4052355684769;*;*20200603;*40;*40;*10;*1.3;*0.87;*J;*8708 2990;*124;*20230401;*Radiator Grille;*14-18    PERFORMANCE-OPTIK;*Colour: Black;*Colour: Mat;*Quantity Unit: Set;*for facelift:;*;*;*;*
1276541;*BMW;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*14-18    PERFORMANCE-OPTIK;*T;*1;*32.5;*0;*0;*1;*;*4052355684776;*;*20200603;*40;*40;*10;*1.3;*0.87;*J;*8708 2990;*124;*20230401;*Radiator Grille;*14-18    PERFORMANCE-OPTIK;*Colour: Black;*Colour: Glossy;*Quantity Unit: Set;*for facelift:;*;*;*;*
1276542;*BMW;*DESIGNGRILL SET       F25,;*DESIGN GRILLE SPORT;*14-18          SPORT-OPTIK;*T;*1;*32.5;*0;*0;*1;*;*4052355685643;*;*20200615;*40;*40;*10;*1.3;*0.87;*J;*8708 2990;*124;*20230401;*Radiator Grille;*14-18          SPORT-OPTIK;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport Optik;*;*;*;*;*
1276980;*BMW;*SCHEINWERFER RE.  X3(F25),;*SCHEINWERF. DEPO/TYC;*10-05.14 MIT MOTOR FÜR LWR;*K;*1;*113.64;*156.16;*399.77;*1;*63 12 7 217 288;*4052355408839;*;*20140728;*63;*63;*30;*3.85;*2.66;*J;*8512 2000;*81;*20230401;*Headlight;*10-05.14 MIT MOTOR FšR LWR;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: W5W;*Bulb Type: PY21W;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*;*
1276981;*BMW;*SCHEINWERFER LI.  X3(F25),;*SCHEINWERF. DEPO/TYC;*10-05.14 MIT MOTOR FÜR LWR;*K;*1;*113.64;*156.16;*399.77;*1;*63 12 7 217 287;*4052355408846;*;*20140728;*63;*63;*30;*3.85;*2.66;*J;*8512 2000;*81;*20230401;*Headlight;*10-05.14 MIT MOTOR FšR LWR;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: W5W;*Bulb Type: PY21W;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*;*
1276984;*BMW;*BI-XENONSCHEINW. RE.   X3,;*SCHEINWERF. DEPO/TYC;*10-05.14               TYC;*K;*1;*226.32;*425.47;*759;*1;*63117276992;*4052355523426;*;*20170221;*62;*36;*33;*4.4;*3.3;*J;*8512 2000;*81;*20230401;*Headlight;*10-05.14               TYC;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without accessories;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles without bend lighting;*Bulb Type: LED;*Bulb Type: D1S (gas discharge tube);*;*
1276985;*BMW;*BI-XENONSCHEINW. LI.   X3,;*SCHEINWERF. DEPO/TYC;*10-05.14               TYC;*K;*1;*226.32;*425.47;*759;*1;*63117276991;*4052355523433;*;*20170221;*63;*35;*33;*4.4;*3.3;*J;*8512 2000;*81;*20230401;*Headlight;*10-05.14               TYC;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without accessories;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles without bend lighting;*Bulb Type: LED;*Bulb Type: D1S (gas discharge tube);*;*
1277012;*BMW;*SCHEINW.SITZ RE.   X3/G01,;*KAROSSERIETEILE;*2017-2022;*K;*1;*40.95;*64.92;*64.92;*1;*51647400114;*4052355743381;*;*20221117;*45;*39;*22;*0.35;*0.32;*J;*8708 2990;*1;*20230401;*Headlight Base;*2017-2022;*Fitting Position: Right;*;*;*;*;*;*;*
1277013;*BMW;*SCHEINW.SITZ LI.   X3/G01,;*KAROSSERIETEILE;*2017-2022;*K;*1;*40.95;*64.92;*64.92;*1;*51647400113;*4052355743398;*;*20221117;*45;*39;*22;*0.35;*0.32;*J;*8708 2990;*1;*20230401;*Headlight Base;*2017-2022;*Fitting Position: Left;*;*;*;*;*;*;*
1277014;*BMW;*STOßST.VERST.VORN  X3/G01,;*KAROSSERIETEILE;*17->>       UNTERER TRÄGER;*K;*1;*92.37;*125;*169;*1;*51117399912;*4052355717351;*;*20210811;*106;*23;*5;*1.4;*1.35;*J;*8708 2990;*1;*20230401;*Impact Absorber, bumper;*17->>       UNTERER TRŽGER;*Fitting Position: Front;*Material: Aluminium;*Section: Lower Section;*;*;*;*;*
1277032;*;*SATZ TRITTBRETTER X3  G01,;*TRITTBRETTER;*18->>         AUCH X4 G02,;*T;*1;*169.9;*0;*0;*1;*;*4052355628527;*;*20180411;*207;*27;*24;*15;*12;*J;*8708 2990;*48;*20230401;*Foot Board;*18->>         AUCH X4 G02,;*Quantity Unit: Set;*Fitting Position: Left and right;*Material: Stainless Steel;*;*;*;*;*
1277036;*BMW;*ZIERLEISTE VO.RE.  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>       NUR FÜR X-LINE;*K;*1;*24.11;*34.38;*38;*1;*51117421988;*4052355681942;*;*20200406;*44;*8;*7;*1.3;*0.65;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*17->>       NUR FšR X-LINE;*Fitting Position: Right Front;*Colour: Mat;*Optical Impression: Silver;*Equipment Variant: X-Line;*;*;*;*
1277037;*BMW;*ZIERLEISTE VO.LI.  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>       NUR FÜR X-LINE;*K;*1;*24.11;*34.38;*38;*1;*51117421987;*4052355681959;*;*20200406;*44;*8;*7;*1.3;*0.65;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*17->>       NUR FšR X-LINE;*Fitting Position: Left Front;*Colour: Mat;*Optical Impression: Silver;*Equipment Variant: X-Line;*;*;*;*
1277038;*BMW;*ZIERLEISTE VO.RE.  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>      NUR LUXURY-LINE;*K;*1;*24.11;*34.38;*38;*1;*51117439132;*4052355681966;*;*20200406;*44;*8;*7;*1.3;*0.65;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*17->>      NUR LUXURY-LINE;*Fitting Position: Right Front;*Colour: Mat;*Optical Impression: Silver;*Equipment Variant: Luxury-Line;*;*;*;*
1277039;*BMW;*ZIERLEISTE VO.LI.  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>      NUR LUXURY-LINE;*K;*1;*24.11;*34.38;*38;*1;*51117439131;*4052355681973;*;*20200406;*44;*8;*7;*1.3;*0.65;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*17->>      NUR LUXURY-LINE;*Fitting Position: Left Front;*Colour: Mat;*Optical Impression: Silver;*Equipment Variant: Luxury-Line;*;*;*;*
1277050;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>   NICHT SPORTMODELLE;*K;*1;*163.16;*464.17;*535;*1;*51117484779;*4052355670342;*;*20191002;*185;*61;*58;*4;*3;*N;*8708 1090;*2;*20230401;*Bumper;*17->>   NICHT SPORTMODELLE;*Fitting Position: Front;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles without parking assist;*Surface: Primed;*;*;*;*
1277051;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>   NICHT SPORTMODELLE;*K;*1;*177.89;*477.47;*492.4;*1;*51117490190;*4052355670359;*;*20191002;*185;*61;*58;*4;*3;*N;*8708 1090;*2;*20230401;*Bumper;*17->>   NICHT SPORTMODELLE;*Fitting Position: Front;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*;*
1277052;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>   NICHT SPORTMODELLE;*K;*5;*177.89;*599;*610;*1;*51117488290;*4052355672780;*;*20191106;*158;*61;*58;*4;*3;*N;*8708 1090;*2;*20230401;*Bumper;*17->>   NICHT SPORTMODELLE;*Equipment Variant: Luxury Line;*Fitting Position: Front;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*
1277053;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>   NICHT SPORTMODELLE;*K;*5;*177.89;*589;*610;*1;*51117490203;*4052355672797;*;*20191106;*158;*61;*58;*4.8;*3.2;*N;*8708 1090;*2;*20230401;*Bumper;*17->>   NICHT SPORTMODELLE;*Equipment Variant: Luxury Line;*Fitting Position: Front;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles with parking assist;*Vehicle Equipment: for vehicles with park assist system;*Surface: Primed;*;*
1277054;*BMW;*BLENDE VORN UNTEN  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>   NICHT SPORTMODELLE;*K;*5;*36.74;*86.12;*89;*1;*51117399975;*4052355667052;*;*20190822;*180;*35;*25;*12;*5.5;*J;*8708 1090;*60;*20230401;*Cover, bumper;*17->>   NICHT SPORTMODELLE;*Fitting Position: Front;*Colour: Black;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles without parking assist;*;*;*;*
1277059;*BMW;*ABSCHLEPPKAPPE HI. X3 G01,;*STOSSST ZUBEHÖR HIN;*17->>;*K;*1;*16.74;*26.27;*29.9;*1;*51128064834;*4052355681935;*;*20200406;*14;*2;*7;*0.2;*0.1;*J;*8708 1090;*65;*20230401;*Flap, tow hook;*17->>;*Fitting Position: Rear;*Colour: Black;*;*;*;*;*;*
1277060;*BMW;*STOßST.VERST.VORN  X3/G01,;*KAROSSERIETEILE;*17->>;*K;*1;*194.39;*299;*319.9;*1;*51117399911;*4052355624994;*;*20180111;*145;*40;*16;*4.4;*0;*J;*8708 2990;*1;*20230401;*Impact Absorber, bumper;*17->>;*Fitting Position: Front;*Material: Aluminium;*;*;*;*;*;*
1277064;*BMW;*STOßST.BLENDE UNT.     X3,;*STOSSST ZUBEHÖR VORN;*17->>;*K;*1;*54.48;*89.11;*95.72;*1;*51117415631;*4052355668165;*;*20190920;*98;*10;*19;*0.9;*0.8;*J;*8708 1090;*60;*20230401;*Cover, bumper;*17->>;*Fitting Position: Front;*Colour: Silver;*Colour: Mat;*Section: Lower Section;*;*;*;*
